PROGRAMA,CODIGO_SNIP,CODIGO_UNIFICADO,NOMBRE_PROYECTO,UNIDAD_EJECUTORA,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,BENEFICIARIOS,COSTO_TOTAL_INVERSION,MODALIDAD_FINANCIAMIENTO,ETAPA,ESTADO,FECHA_INICIO,FECHA_FIN,ESTADO_PIP_MEF,LATITUD,LONGITUD
PNSR,241721,2225359,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LA LOCALIDAD DE HUAYLLABAMBA, DISTRITO DE HUAYLLABAMBA - SIHUAS - ANCASH",MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA,ANCASH,SIHUAS,HUAYLLABAMBA,21906,1075,3479858.64,TRANSFERENCIA,OBRA,CONCLUIDO,2014-10-21,2015-05-30,ACTIVO,-13.338089999999966,-72.06517999999994
PNSR,229921,2226453,"MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS SANITARIAS CON ARRASTRE HIDRAULICO EN EL CASERIO COCHAPAMPA, DISTRITO DE SAN JUAN - CAJAMARCA - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE SAN JUAN,CAJAMARCA,CAJAMARCA,SAN JUAN,60112,540,1238799.36,TRANSFERENCIA,OBRA,CONCLUIDO,2014-11-27,2015-09-13,CERRADO,-8.631089999999972,-77.61895999999996
PNSR,240940,2225988,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS CON ARRASTRE HIDRAULICO SAN LORENZO, DISTRITO DE SAN JUAN - CAJAMARCA - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE SAN JUAN,CAJAMARCA,CAJAMARCA,SAN JUAN,60112,195,543956.01,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-17,2014-12-08,ACTIVO,-8.631089999999972,-77.61895999999996
PNSR,209159,2214777,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE DEL C.P. TABACAL,LOS PINOS, PARA CHILETE, PROVINCIA DE CONTUMAZA - CAJAMARCA",MUNICIPALIDAD PROVINCIAL DE CONTUMAZA,CAJAMARCA,CONTUMAZA,CHILETE,60501,645,2897219.77,TRANSFERENCIA,OBRA,CONCLUIDO,2014-12-10,2015-10-31,ACTIVO,-7.223129999999969,-78.83856999999995
PNSR,217632,2209315,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN LA COMUNIDAD DE PALCA GRANDE, CP. DE ANDAYMARCA, DISTRITO DE COLCABAMBA - TAYACAJA - HUANCAVELICA",MUNICIPALIDAD DISTRITAL DE COLCABAMBA,HUANCAVELICA,TAYACAJA,COLCABAMBA,90705,191,233691.23,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-08,2014-12-06,CERRADO,-12.41080999999997,-74.68186999999995
PNSR,219324,2216232,"MEJORAMIENTO, AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO BASICO DE LA LOCALIDAD DE CHUQUIBAMBA, DISTRITO DE CHUQUIBAMBA - CHACHAPOYAS - AMAZONAS",MUNICIPALIDAD DISTRITAL DE CHUQUIBAMBA,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,10106,700,1800202.0,TRANSFERENCIA,OBRA,CONCLUIDO,2014-11-25,2015-06-11,CERRADO,-15.709529999999972,-72.65434999999997
PNSR,269564,2184237,"MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA, ALCANTARILLADO Y LETRINAS CON BIODIGESTORES EN LOS CASERÍOS DE ANTA CRUZ, PADAHUAMBO Y SATAPAMPA, DISTRITO DE CARABAMBA - JULCAN - LA LIBERTAD",MUNICIPALIDAD DISTRITAL DE CARABAMBA,LA LIBERTAD,JULCAN,CARABAMBA,130503,1968,4609390.57,TRANSFERENCIA,OBRA,CONCLUIDO,2014-12-04,2015-06-22,ACTIVO,-8.13883999999996,-78.61415999999997
PNSR,226309,2224455,"MEJORAMIENTO DEL SERVICIO  DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD  DE VISTA FLORIDA, DISTRITO DE CHILLIA - PATAZ - LA LIBERTAD",MUNICIPALIDAD DISTRITAL DE CHILLIA,LA LIBERTAD,PATAZ,CHILLIA,130803,324,2258905.3,TRANSFERENCIA,OBRA,CONCLUIDO,2016-04-05,2016-08-31,CERRADO,-8.124749999999949,-77.51377999999994
PNSR,216773,2214137,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE ALCANTARILLADO DE LAS LOCALIDADES DE CIELCHE, DURAZNOPAMPA, SHUEMBE, DISTRITO DE MARISCAL CASTILLA - CHACHAPOYAS - AMAZONAS",MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,10113,1132,2726399.18,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-15,2015-03-13,CERRADO,-11.641719999999964,-75.05804999999998
PNSR,253577,2177418,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL BARRIO DE CALLNAPATA DEL POBLADO DE OLLEROS, DISTRITO DE OLLEROS - CHACHAPOYAS - AMAZONAS",MUNICIPALIDAD DISTRITAL DE OLLEROS,AMAZONAS,CHACHAPOYAS,OLLEROS,10116,780,1531966.1,TRANSFERENCIA,OBRA,CONCLUIDO,2014-10-12,2015-03-18,CERRADO,-9.666729999999973,-77.46559999999994
PNSR,209223,2203689," MEJORAMIENTO E INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL C.P. DE SANTO DOMINGO, DISTRITO DE LEONCIO PRADO - HUAURA - LIMA",MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO,LIMA,HUAURA,LEONCIO PRADO,150807,820,1254434.23,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-08,2014-11-28,CERRADO,-9.054728496999928,-76.03672201699999
PNSR,14531,2231905,MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN LAS LOCALIDADES DE ROQUE Y PINSHAPAMPA,MUNICIPALIDAD DISTRITAL DE ALONSO DE ALVARADO,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,220502,6024,17489653.15,TRANSFERENCIA,OBRA,CONCLUIDO,2014-11-14,2016-07-03,CERRADO,-6.226689999999962,-76.81567999999999
PNSR,176271,2142465,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE TAUCA, PROVINCIA DE PALLASCA - ANCASH",MUNICIPALIDAD DISTRITAL DE TAUCA,ANCASH,PALLASCA,TAUCA,21511,3461,6236288.5,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-01,2015-09-01,ACTIVO,-8.460239999999942,-78.05814999999996
PNSR,241923,2225262,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DEL ANEXO DE CASPI, PROVINCIA DE LA UNION - AREQUIPA",MUNICIPALIDAD DISTRITAL DE TORO,AREQUIPA,LA UNION,TORO,40811,248,1336704.0,TRANSFERENCIA,OBRA,CONCLUIDO,2015-04-06,2018-06-30,ACTIVO,-15.227379999999982,-72.94535999999994
PNSR,261105,2182634,"MEJORAMIENTO, INSTALACION DEL SERVICIO DE AGUA POTABLE Y LETRINAS SANITARIAS EN EL CASERÍO PAJONAL, DISTRITO DE SAN ANDRES DE CUTERVO - CUTERVO - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE CUTERVO,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,60608,679,2457324.0,TRANSFERENCIA,OBRA,CONCLUIDO,2014-10-10,2015-09-23,ACTIVO,-6.199369999999931,-78.70072999999996
PNSR,273443,2189953,"MEJORAMIENTO Y AMPLIACION DE LAS REDES SECUNDARIAS DE AGUA Y DESAGUE DE LOS CENTROS POBLADOS DE  SAN NICOLAS, TOCLLA, HUALLCOR, SAN PEDRO (SECTOR BUENA VISTA) DEL DISTRITO DE HUARAZ, PROVINCIA DE HUARAZ - ANCASH",MUNICIPALIDAD PROVINCIAL DE HUARAZ,ANCASH,HUARAZ,HUARAZ,20101,4608,6262929.0,TRANSFERENCIA,OBRA,CONCLUIDO,2014-12-16,2016-09-30,ACTIVO,-9.527799999999957,-77.53270999999995
PNSR,202425,2203675," MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS CON ARRASTRE HIDRAULICO EN EL CASERIO DE PALO AMARILLO , DISTRITO DE LA COIPA - SAN IGNACIO - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE LA COIPA,CAJAMARCA,SAN IGNACIO,LA COIPA,60904,425,667580.02,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-20,2014-12-15,CERRADO,-5.365459999999928,-79.06546999999995
PNSR,243817,2174855,"INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA ZONA RURAL DE CHUCLLAPAMPA, DISTRITO DE TONGOD - SAN MIGUEL - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE TONGOD,CAJAMARCA,SAN MIGUEL,TONGOD,61112,836,1212357.68,TRANSFERENCIA,OBRA,CONCLUIDO,2014-11-01,2015-07-06,ACTIVO,-6.788467926999942,-78.83370496699996
PNSR,229440,2225910,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN CASERIOS DE UTICYACU, DISTRITO DE UTICYACU - SANTA CRUZ - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE UTICYACU,CAJAMARCA,SANTA CRUZ,UTICYACU,61310,1750,3491751.57,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-10,2015-08-12,ACTIVO,-6.6148102559999415,-78.79108109699996
PNSR,226352,2225369,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y DISPOSICION DE EXCRETAS EN EL CASERIO DE GUAYABAS, DISTRITO DE QUEROCOTILLO - CUTERVO - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE QUEROCOTILLO,CAJAMARCA,CUTERVO,QUEROCOTILLO,60607,250,317024.19,TRANSFERENCIA,OBRA,CONCLUIDO,2014-11-18,2015-01-06,ACTIVO,-6.274589999999932,-79.03766999999993
PNSR,284849,2192912,"MEJORAMIENTO, AMPLIACION, CREACION DE LOS SISTEMAS DE AGUA POTABLE , ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES DE LOS ANEXOS CENTRO Y URAYPAMPA DEL C.P. DE RANCHA-DISTRITO DE AYACUCHO-PROVINCIA DE HUAMANGA-DEPARTAMENTO DE AYACUCHO",MUNICIPALIDAD PROVINCIAL DE HUAMANGA,AYACUCHO,HUAMANGA,AYACUCHO,50101,1110,3513812.81,TRANSFERENCIA,OBRA,CONCLUIDO,2015-12-05,2017-04-24,ACTIVO,-13.160199999999975,-74.22510999999997
PNSR,195207,2203562," CONSTRUCCION, AMPLIACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL C.P. CHONZA ALTA, DISTRITO DE LA PECA - BAGUA - AMAZONAS",MUNICIPALIDAD DISTRITAL DE LA PECA,AMAZONAS,BAGUA,LA PECA,10206,427,1001397.67,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-13,2014-12-19,ACTIVO,-5.608009999999979,-78.43291999999997
PNSR,194190,2204408,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO Y SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES DE LA LOCALIDAD DE SAN CARLOS, DISTRITO DE SAN CARLOS - BONGARA - AMAZONAS",MUNICIPALIDAD DISTRITAL DE SAN CARLOS,AMAZONAS,BONGARA,SAN CARLOS,10309,379,1994240.03,TRANSFERENCIA,OBRA,CONCLUIDO,2015-04-23,2015-08-31,CERRADO,-5.972129999999936,-77.97643999999997
PNSR,248112,2217458,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE ALCANTARILLADO DE LA LOCALIDAD DE GUADALUPE, DISTRITO DE CAMPORREDONDO - LUYA - AMAZONAS",MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO,AMAZONAS,LUYA,CAMPORREDONDO,10502,1740,5737053.89,TRANSFERENCIA,OBRA,CONCLUIDO,2014-11-12,2016-03-03,CERRADO,-6.190739999999948,-78.33124999999995
PNSR,206899,2153981,"AMPLIACION, MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO DE COHECHAN, DISTRITO DE CONILA - LUYA - AMAZONAS",MUNICIPALIDAD DISTRITAL DE CONILA,AMAZONAS,LUYA,CONILA,10505,1193,4030488.6,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-03,2015-07-27,CERRADO,-6.126571428999966,-78.19167133699995
PNSR,130909,2118485,"AMPLIACION, MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL CPM AUGUSTO B. LEGUIA-NUEVO IMPERIAL, PROVINCIA DE CANETE - LIMA",MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE,LIMA,CAÑETE,NUEVO IMPERIAL,150510,1306,8844551.03,TRANSFERENCIA,OBRA,CONCLUIDO,2015-09-24,2017-08-30,ACTIVO,-13.07565999999997,-76.31962999999996
PNSR,192642,2214820,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DEL CENTRO POBLADO DE APURI, PROVINCIA DE YAUYOS - LIMA",MUNICIPALIDAD PROVINCIAL DE YAUYOS,LIMA,YAUYOS,VIÑAC,151032,201,1831439.14,TRANSFERENCIA,OBRA,CONCLUIDO,2015-02-04,2015-09-19,ACTIVO,-12.876619999999946,-75.65780999999998
PNSR,272446,2188788,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA INTEGRAL DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE COLCAMAR -, DISTRITO DE COLCAMAR - LUYA - AMAZONAS",MUNICIPALIDAD DISTRITAL DE COLCAMAR,AMAZONAS,LUYA,COLCAMAR,10504,2212,8385615.84,TRANSFERENCIA,OBRA,CONCLUIDO,2014-11-11,2015-11-30,CERRADO,-6.292169999999942,-77.93613999999997
PNSR,235431,2163690,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO EN EL ANEXO DE KUELAP, DISTRITO DE TINGO - LUYA - AMAZONAS",MUNICIPALIDAD DISTRITAL DE  TINGO,AMAZONAS,LUYA,TINGO,10522,525,2018408.16,TRANSFERENCIA,OBRA,CONCLUIDO,2014-10-26,2015-08-31,ACTIVO,-6.370109999999954,-77.91810999999996
PNSR,269855,2188984,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA Y ALCANTARILLADO EN LOS ANEXOS DE PACHIA CERCADO, HUAYCUYO Y EL PELIGRO, DISTRITO DE PACHIA - TACNA - TACNA",MUNICIPALIDAD DISTRITAL DE PACHIA,TACNA,TACNA,PACHIA,230106,831,3517762.63,TRANSFERENCIA,OBRA,CONCLUIDO,2014-11-17,2015-03-16,ACTIVO,-17.811779999999942,-70.00712999999996
PNSR,179460,2221183,"INSTALACION DEL SISTEMA DE ALCANTARILLADO Y LETRINIZACION DE BARRIOS ALEDAÑOS DE LA LOCALIDAD DE OCOBAMBA DEL DISTRITO DE CIRCA, PROVINCIA DE ABANCAY - APURIMAC",MUNICIPALIDAD DISTRITAL DE CIRCA,APURIMAC,ABANCAY,CIRCA,30103,1074,1040408.0,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-15,2014-12-31,CERRADO,-13.896319999999946,-72.90792999999996
PNSR,251318,2197167,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO BÁSICO RURAL, EN 23 COMUNIDADES DEL DISTRITO DE ABANCAY, PROVINCIA DE ABANCAY - APURIMAC",MUNICIPALIDAD PROVINCIAL DE ABANCAY,APURIMAC,ABANCAY,ABANCAY,30101,11261,39054002.24,TRANSFERENCIA,OBRA,CONCLUIDO,2016-04-18,2018-05-15,ACTIVO,-13.634719999999959,-72.88432999999998
PNSR,196211,2214877,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL C.P. CAJAS, DISTRITO DE PAROBAMBA - POMABAMBA - ANCASH",MUNICIPALIDAD DISTRITAL DE PAROBAMBA,ANCASH,POMABAMBA,PAROBAMBA,21603,840,2776822.09,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-11,2015-02-07,ACTIVO,-8.569649999999967,-77.44407999999999
PNSR,276333,2197168,"MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO INTEGRAL EN LA COMUNIDAD DE QUILCA, DISTRITO DE MUÑANI - AZANGARO - PUNO",MUNICIPALIDAD DISTRITAL DE MUÑANI,PUNO,AZANGARO,MUÑANI,210208,345,754332.65,TRANSFERENCIA,OBRA,CONCLUIDO,2014-08-04,2014-12-31,ACTIVO,-14.75867999999997,-69.95706999999999
PNSR,183608,2147742,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y LETRINAS SANITARIAS EN LOS CASERIOS SEÑOR DE LUREN Y SANTA ISABEL DEL, DISTRITO DE PACORA - LAMBAYEQUE - LAMBAYEQUE",MUNICIPALIDAD DISTRITAL DE PACORA,LAMBAYEQUE,LAMBAYEQUE,PACORA,140309,265,2626345.38,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-24,2015-01-21,CERRADO,-6.42841999999996,-79.84014999999994
PNSR,214494,2226191,"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN EL CASERÍO SAN ANTONIO DE PACHACHACA CENTRO POBLADO CHANTA ALTA, DISTRITO DE ENCANADA - CAJAMARCA - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE ENCAÑADA,CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,741,4298036.98,TRANSFERENCIA,OBRA,CONCLUIDO,2014-10-31,2015-10-28,ACTIVO,-7.0856299999999806,-78.34317999999996
PNSR,109733,2101493,"INSTALACION AGUA POTABLE PILCASH, CURURUC, CHIRIPAMAPA, COCHIRCA, SHIRQUIS, CHAMPACAYAN, QUILCAY GRANDE, SAN BLAS, HUANTAURO, IRAN, MARAHUAZ, TAMBAR, TAQUILPON, TRANCA, QUILCAY, DISTRITO DE MACATE - SANTA - ANCASH",MUNICIPALIDAD DISTRITAL DE MACATE,ANCASH,SANTA,MACATE,21804,2664,4139764.63,TRANSFERENCIA,OBRA,CONCLUIDO,2014-10-15,2015-12-04,ACTIVO,-8.67429999999996,-78.15465999999998
PNSR,203045,2204329,"MEJORAMIENTO Y AMPLIACION  DE LOS SERVICIOS DE AGUA POTABLE E INSTALACION  DE UBS Y SISTEMA DE ALCANTARILLADO EN EL CENTRO POBLADO DOS DE MAYO, DISTRITO DE CORTEGANA - CELENDIN - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE CORTEGANA,CAJAMARCA,CELENDIN,CORTEGANA,60303,303,1059178.37,TRANSFERENCIA,OBRA,CONCLUIDO,2014-10-13,2015-04-02,ACTIVO,-6.48803473199996,-78.28598334599997
PNSR,217755,2214933,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DE LAS LOCALIDADES DE QUIPAS Y SILLA, DISTRITO DE MANZANARES - CONCEPCION - JUNIN",MUNICIPALIDAD DISTRITAL DE MANZANARES,JUNIN,CONCEPCION,MANZANARES,120208,475,1057861.48,TRANSFERENCIA,OBRA,CONCLUIDO,2015-01-19,2015-08-26,ACTIVO,-13.272289999999941,-71.61108999999993
PNSR,211988,2209207,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y BAÑOS CON CIERRE HIDRAULICO  EN EL CASERIO EL ALISO, DISTRITO DE COCHABAMBA, PROVINCIA DE CHOTA - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE COCHABAMBA,CAJAMARCA,CHOTA,COCHABAMBA,60407,128,2672087.53,TRANSFERENCIA,OBRA,CONCLUIDO,2015-03-03,2015-09-28,ACTIVO,-6.4749499999999784,-78.88361999999995
PNSR,198137,2209225,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICION DE EXCRETAS DE LA LOCALIDAD DE CATUYO GRANDE DEL, DISTRITO DE SAN ANTON - AZANGARO - PUNO",MUNICIPALIDAD DISTRITAL DE SAN ANTON,PUNO,AZANGARO,SAN ANTON,210211,336,1091311.96,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-17,2015-01-28,ACTIVO,-14.398279999999943,-70.27310999999997
PNSR,251334,2187650,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO, EN EL CENTRO POBLADO VILLA QUEÑUANI, DISTRITO DE YUNGUYO, PROVINCIA DE YUNGUYO - PUNO",MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO,YUNGUYO,YUNGUYO,211301,2712,6490665.57,TRANSFERENCIA,OBRA,CONCLUIDO,2015-06-17,2018-09-29,ACTIVO,-16.24554999999998,-69.09257999999994
PNSR,289149,2199693,"INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO DE LAS LOCALIDADES DE PAMPAN Y HUASTA, DISTRITO DE HUASTA - BOLOGNESI - ANCASH",MUNICIPALIDAD DISTRITAL DE HUASTA,ANCASH,BOLOGNESI,HUASTA,20509,2425,6678894.32,TRANSFERENCIA,OBRA,CONCLUIDO,2014-12-17,2015-08-08,ACTIVO,-10.079129999999964,-76.97482999999994
PNSR,182164,2160168,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE LA LOCALIDAD DE SOCORRO , DISTRITO DE NINACACA - PASCO - PASCO",MUNICIPALIDAD DISTRITAL DE NINACACA,PASCO,PASCO,NINACACA,190105,380,2436204.0,TRANSFERENCIA,OBRA,CONCLUIDO,2015-08-17,2016-02-18,CERRADO,-10.77804999999995,-76.10472999999996
PNSR,195969,2155520,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE CHILIA, DISTRITO DE CHILLIA - PATAZ - LA LIBERTAD",MUNICIPALIDAD DISTRITAL DE CHILLIA,LA LIBERTAD,PATAZ,CHILLIA,130803,2484,8610667.6,TRANSFERENCIA,OBRA,CONCLUIDO,2015-02-17,2016-08-21,ACTIVO,-8.124749999999949,-77.51377999999994
PNSR,211255,2215792,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE EN  LA LOCALIDAD DE LARIA, DISTRITO DE LARIA - HUANCAVELICA - HUANCAVELICA",MUNICIPALIDAD DISTRITAL DE LARIA,HUANCAVELICA,HUANCAVELICA,LARIA,90109,501,765079.37,TRANSFERENCIA,OBRA,CONCLUIDO,2014-10-07,2014-12-13,CERRADO,-12.55263999999994,-75.03905999999995
PNSR,237123,2222177,"MEJORAMIENTO DE LA CONSTRUCCION DE LETRINAS EN LA COMUNIDAD CAMPESINA DE OHUAY, DISTRITO DE HUANCARANI, PROVINCIA DE PAUCARTAMBO - CUSCO",MUNICIPALIDAD DISTRITAL DE HUANCARANI,CUSCO,PAUCARTAMBO,HUANCARANI,81105,375,835673.74,TRANSFERENCIA,OBRA,CONCLUIDO,2015-02-19,2015-06-08,ACTIVO,-13.505679999999927,-71.65343999999999
PNSR,219688,2209424,"INSTALACION DEL SISTEMA DE ALCANTARILLADO EN LA LOCALIDAD DE PANAMA, DISTRITO PIMPINGOS, PROVINCIA DE CUTERVO - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE PIMPINGOS,CAJAMARCA,CUTERVO,PIMPINGOS,60606,345,1039537.38,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-16,2015-02-28,CERRADO,-6.071419999999932,-78.76154999999994
PNSR,267744,2192908,"MEJORAMIENTO E INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO ILLUGAN, DISTRITO DE SAN ANDRES DE CUTERVO - CUTERVO - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE CUTERVO,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,60608,625,3025008.0,TRANSFERENCIA,OBRA,CONCLUIDO,2014-08-20,2015-10-24,ACTIVO,-6.199369999999931,-78.70072999999996
PNSR,234794,2225824,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SANEAMIENTO BASICO DE LA LOCALIDAD DE RUMIBAMBA, DISTRITO DE LAS PIRIAS - JAEN - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE LAS PIRIAS,CAJAMARCA,JAEN,LAS PIRIAS,60806,406,1357110.97,TRANSFERENCIA,OBRA,CONCLUIDO,2014-12-05,2015-06-02,ACTIVO,-5.591479999999933,-78.86693999999994
PNSR,263822,2179292,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA INTEGRAL DE AGUA POTABLE Y ALCANTARILLADO DE LEVANTO, DISTRITO DE LEVANTO - CHACHAPOYAS - AMAZONAS",MUNICIPALIDAD DISTRITAL DE LEVANTO,AMAZONAS,CHACHAPOYAS,LEVANTO,10111,576,3120595.08,TRANSFERENCIA,OBRA,CONCLUIDO,2014-09-03,2015-05-30,ACTIVO,-6.297579999999925,-77.88643999999994
PNSR,216381,2216651,"REHABILITACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL ANEXO DE CUEMAL - DISTRITO DE LAMUD, PROVINCIA DE LUYA - AMAZONAS",MUNICIPALIDAD PROVINCIAL DE LUYA - LAMUD,AMAZONAS,LUYA,LAMUD,10501,348,941493.63,TRANSFERENCIA,OBRA,CONCLUIDO,2014-12-18,2015-08-30,CERRADO,-6.11609999999996,-77.95649999999995
PNSR,243665,2165588,"INSTALACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE PACLAS, DISTRITO DE SAN JERONIMO - LUYA - AMAZONAS",MUNICIPALIDAD DISTRITAL DE SAN JERONIMO DE PACLAS,AMAZONAS,LUYA,SAN JERONIMO,10518,1053,2343126.65,TRANSFERENCIA,OBRA,CONCLUIDO,2014-10-17,2015-08-13,ACTIVO,-13.554099999999949,-71.87326999999993
PNSR,230455,2217453,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO SANITARIO EN EL CP SANTA MARIA ALTA, DISTRITO DE NUEVO IMPERIAL - CANETE - LIMA",MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL,LIMA,CAÑETE,NUEVO IMPERIAL,150510,2018,8746285.96,TRANSFERENCIA,OBRA,CONCLUIDO,2015-03-06,2016-05-12,ACTIVO,-13.07565999999997,-76.31962999999996
